city,date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,pollution
Hyderabad,04-11-2022,5,1980,7.72,52.87,0.58,24.12,196,213.5,7.16,2481.95
Hyderabad,05-11-2022,5,2224,8.28,59,0.67,22.94,175.5,194.5,13.43,2698.32
Hyderabad,06-11-2022,5,1241.68,0.01,40.44,34.33,19.55,107.9,127.39,13.43,1584.73
Hyderabad,07-11-2022,5,4699.71,89.41,55.52,0,27.18,317.62,353.52,24.32,5567.28
Hyderabad,08-11-2022,5,5126.95,94.77,67.86,0,32.9,351.52,397.43,27.61,6099.04
Hyderabad,09-11-2022,5,4112.24,77.78,59.63,0,33.38,290.64,328.71,27.87,4930.25
Hyderabad,10-11-2022,5,1575.47,0,52.78,45.06,30.52,176.14,194.24,14.57,2088.78
Hyderabad,11-11-2022,5,807.76,0,25.36,78.68,30.28,132.22,142.7,7.28,1224.28
Hyderabad,12-11-2022,5,634.19,0,15.42,117.3,27.66,145.73,156.19,2.63,1099.12
Hyderabad,13-11-2022,5,827.79,0,22.62,80.82,19.07,139.9,148.6,7.41,1246.21
Hyderabad,14-11-2022,5,1054.76,0,29.13,37.55,15.26,154.65,166.03,10.13,1467.51
Hyderabad,15-11-2022,5,2777.1,18.33,74.03,0.07,30.52,203.78,227.86,23.31,3355
Hyderabad,16-11-2022,5,2296.45,16.99,60.32,0.08,31.95,145.39,164.41,22.04,2737.63
Hyderabad,17-11-2022,5,5180.36,121.59,80.2,0,62.94,316.24,362.12,52.18,6175.63
Hyderabad,18-11-2022,5,1815.8,0,61.69,40.05,32.9,131.26,146.87,16.21,2244.78
Hyderabad,19-11-2022,5,1895.9,1.62,69.92,9.03,24.32,139.98,158.11,16.09,2314.97
Hyderabad,20-11-2022,5,1281.74,0,42.16,45.06,16.69,145.2,161.44,12.41,1704.7
Hyderabad,21-11-2022,5,647.54,0,17.31,89.41,14.66,87.23,95.87,7.54,959.56
Hyderabad,22-11-2022,5,1708.98,0.08,60.32,18.95,39.58,136.12,147.94,9.5,2121.47
Hyderabad,23-11-2022,5,767.71,0.01,24.68,32.9,27.18,67.22,73.27,4.31,997.28
Hyderabad,24-11-2022,5,807.76,0.1,26.05,18.78,22.89,61.75,67.64,3.42,1008.39
Hyderabad,25-11-2022,5,1895.9,16.54,45.24,0.04,23.84,87.17,102.19,6.9,2177.82
Hyderabad,26-11-2022,5,2162.93,0.01,71.97,31.83,31.47,202.75,222.35,17.48,2740.79
Hyderabad,27-11-2022,5,2269.74,1.82,76.09,5.19,27.42,169.76,188.65,19.25,2757.92
Hyderabad,28-11-2022,5,1121.52,0,37.36,37.19,24.56,95.19,107.69,14.82,1438.33
Hyderabad,29-11-2022,5,1949.31,4.75,63.75,1.65,30.52,123.15,141.46,20.77,2335.36
Hyderabad,30-11-2022,5,2429.96,16.99,65.8,0.08,31.95,159.98,179.18,23.05,2906.99
Hyderabad,01-12-2022,5,3952.03,60.8,66.49,0,30.52,309.56,341.23,25.59,4786.22
Hyderabad,02-12-2022,5,4219.06,52.3,73.34,0,27.66,339.35,370.35,11.02,5093.08
Hyderabad,03-12-2022,5,1428.6,0,37.7,47.92,18.84,134.15,147.19,5.32,1819.72
Hyderabad,04-12-2022,5,1295.09,0.08,34.96,20.03,15.97,119.95,133.37,7.54,1626.99
Hyderabad,05-12-2022,5,1281.74,0,36.67,62.94,24.56,183.21,194.83,10.13,1794.08
Hyderabad,06-12-2022,5,1361.85,0,42.16,54.36,28.37,213.63,226.99,10.64,1938
Hyderabad,07-12-2022,5,1268.39,0,43.87,41.84,25.03,111.6,121.99,12.29,1625.01
Hyderabad,08-12-2022,5,867.84,0,28.1,68.66,23.13,126.29,136.05,9.12,1259.19
Hyderabad,09-12-2022,5,560.76,0,16.28,82.97,14.31,59.44,66.1,8.04,807.9
Hyderabad,11-12-2022,2,547.41,0.06,11.65,24.68,12.16,10.64,11.49,1.88,619.97
Hyderabad,12-12-2022,2,500.68,0.01,13.02,34.69,14.07,15.37,16.83,1.79,596.46
Hyderabad,13-12-2022,2,487.33,0.04,16.11,23.96,17.4,12.47,14.38,1.85,573.54
Hyderabad,14-12-2022,4,787.73,0.02,22.62,28.61,18.36,43.34,49.28,3.1,953.06
Hyderabad,15-12-2022,5,2136.23,33.97,39.76,0,20.98,107.25,128.94,6.21,2473.34
Hyderabad,16-12-2022,5,3124.24,47.83,52.78,0,24.08,217,246.36,8.23,3720.52
Hyderabad,17-12-2022,5,5661.01,123.38,52.78,0,33.86,357.48,392.88,14.69,6636.08
Hyderabad,18-12-2022,5,1642.23,0.02,50.04,29.33,18.84,178.64,193.97,7.85,2120.92
Hyderabad,19-12-2022,5,2002.72,14.08,49.35,0.06,23.84,142.9,157.74,17.99,2408.68
Hyderabad,20-12-2022,5,4486.08,70.63,71.97,0,33.38,312.08,344.15,29.13,5347.42
Hyderabad,21-12-2022,5,3578.19,55.43,64.43,0,32.42,258.17,288.27,25.84,4302.75
Hyderabad,22-12-2022,5,4112.24,69.74,63.75,0,37.67,329.79,362.27,27.87,5003.33
Hyderabad,23-12-2022,5,3524.78,42.02,67.17,0,31.47,312.88,342.23,24.07,4344.62
Hyderabad,24-12-2022,5,3070.83,29.5,74.03,0,27.89,258.62,286.65,18.75,3766.27
Hyderabad,25-12-2022,5,1014.71,0,29.13,64.37,16.69,119.5,129.55,10.01,1383.96
Hyderabad,26-12-2022,3,507.35,0,13.19,49.35,19.31,31.36,35.36,2.85,658.77
Hyderabad,27-12-2022,3,627.52,0.01,19.19,31.11,15.14,28.95,34.94,3.48,760.34
Hyderabad,28-12-2022,3,707.63,0.07,25.7,21.64,13.95,30.85,41.12,6.21,847.17
Hyderabad,29-12-2022,4,1295.09,8.61,39.41,0.4,21.46,53.38,67.46,12.79,1498.6
Hyderabad,30-12-2022,5,2456.67,29.5,54.84,0,33.86,168.27,188.66,22.8,2954.6
Hyderabad,31-12-2022,5,6729.13,151.99,86.37,0,48.64,389.96,424.13,33.94,7864.16
Hyderabad,01-01-2023,5,2803.8,42.92,54.84,0,30.52,163.95,184.77,22.04,3302.84
Hyderabad,02-01-2023,5,1922.61,11.18,58.95,0.39,20.98,158.48,175.69,16.97,2365.25
Hyderabad,03-01-2023,5,1174.93,0,34.62,37.55,22.41,79.6,91.85,11.15,1452.11
Hyderabad,04-01-2023,4,847.82,0,25.02,50.07,19.07,73.36,86.67,10.77,1112.78
Hyderabad,05-01-2023,4,567.44,0,13.02,78.68,14.07,55.48,63.47,5,797.16
Hyderabad,06-01-2023,5,1134.87,0,29.47,63.66,18.84,103.2,114.52,4.24,1468.8
Hyderabad,07-01-2023,5,1401.9,0,34.62,50.07,21.93,184.11,194.95,7.79,1895.37
Hyderabad,08-01-2023,5,867.84,0,26.73,50.78,13.95,96.81,105.76,9.75,1171.62
Hyderabad,09-01-2023,5,1415.25,0,46.61,48.64,24.08,103.4,114.63,13.05,1765.66
Hyderabad,10-01-2023,5,2563.48,9.39,81.57,0.75,31.95,197.26,219.57,21.03,3125
Hyderabad,11-01-2023,5,3284.45,20.34,90.48,0.06,41.48,251.95,275.15,22.04,3985.95
Hyderabad,12-01-2023,5,7049.56,162.72,87.05,0,48.16,410.03,461.04,36.98,8255.54
Hyderabad,13-01-2023,5,4058.84,107.29,63.06,0,76.29,252.12,342.77,71.94,4972.31
Hyderabad,14-01-2023,5,7156.37,137.69,105.56,0,46.25,443.35,488.19,36.48,8413.89
Hyderabad,15-01-2023,5,2830.51,31.29,61.01,0,20.74,206.63,233.98,19.51,3403.67
Hyderabad,16-01-2023,5,787.73,0,21.25,71.53,15.97,91.66,103.01,9.63,1100.78
Hyderabad,17-01-2023,4,687.6,0,21.08,61.51,15.5,52.9,62.03,10.13,910.75
Hyderabad,18-01-2023,3,640.87,0,20.39,51.5,13.11,42.33,51.24,9.37,828.81
Hyderabad,19-01-2023,4,1001.36,0,32.22,50.78,20.27,73.38,86.56,12.67,1277.24
Hyderabad,20-01-2023,5,1094.82,0,34.27,50.07,21.46,100.68,114.74,12.29,1428.33
Hyderabad,21-01-2023,5,1588.82,2.07,54.15,6.44,20.03,97.39,116.12,15.71,1900.73
Hyderabad,22-01-2023,4,1508.71,1.79,49.35,7.06,17.17,74.9,90.2,14.57,1763.75
Hyderabad,23-01-2023,5,1028.06,0,28.79,47.21,15.97,86.02,99.58,10.51,1316.14
Hyderabad,24-01-2023,5,594.14,0,12.68,91.55,16.45,100.75,115.11,4.81,935.49
Hyderabad,25-01-2023,4,587.46,0,16.11,69.38,15.97,60.59,72.54,7.6,829.65
Hyderabad,26-01-2023,4,827.79,0,25.02,53.64,16.45,70.36,83.9,8.36,1085.52
Hyderabad,27-01-2023,5,2136.23,3.38,69.23,3.49,29.56,164.75,186.64,19,2612.28
Hyderabad,28-01-2023,5,2696.99,17.66,76.77,0.08,32.42,220.66,247.36,22.29,3314.23
Hyderabad,29-01-2023,5,1695.63,0.45,53.47,12.7,21.93,155.58,173.44,15.83,2129.03
Hyderabad,30-01-2023,5,554.08,0,8.65,98.71,11.8,97.22,109.06,3.61,883.13
Hyderabad,31-01-2023,5,1588.82,0.06,50.04,23.96,25.03,95.73,113.23,15.83,1912.7
Hyderabad,01-02-2023,5,3097.53,37.55,65.8,0,31.47,191.71,214.5,22.04,3660.6
Hyderabad,02-02-2023,5,1375.2,0,39.41,68.66,28.13,219.03,232.6,12.29,1975.32
Hyderabad,03-02-2023,5,1482.01,0,55.52,39.7,34.81,105.21,118.95,15.71,1851.91
Hyderabad,04-02-2023,5,2456.67,6.2,80.88,1.5,42.92,156.57,175.35,21.53,2941.62
Hyderabad,05-02-2023,5,3524.78,46.04,69.92,0,39.1,231.5,257.06,23.81,4192.21
Hyderabad,06-02-2023,5,4219.06,61.69,78.14,0,43.87,253.42,285.8,29.13,4971.11
Hyderabad,07-02-2023,5,3578.19,46.94,71.29,0,39.1,228.51,265.43,28.63,4258.09
Hyderabad,08-02-2023,5,7263.18,187.75,95.96,0,91.55,450.5,543.31,78.02,8710.27
Hyderabad,09-02-2023,5,1602.17,1.61,55.52,7.24,25.27,148.42,167.05,18.75,2026.03
Hyderabad,10-02-2023,5,3124.24,13.19,89.11,0.42,61.04,198.56,227.09,28.12,3741.77
Hyderabad,11-02-2023,5,2429.96,0.18,87.74,18.24,51.98,181.99,204.64,20.27,2995
Hyderabad,12-02-2023,5,4859.92,97.45,69.92,0,70.57,258.73,292.71,41.54,5690.84
Hyderabad,13-02-2023,4,480.65,0,14.05,98.71,26.46,55.33,74.38,8.74,758.32
Hyderabad,14-02-2023,5,1468.66,0,53.47,50.78,37.19,95.64,117.92,16.97,1840.63
Hyderabad,15-02-2023,5,1201.63,0,42.5,56.51,27.89,82.31,99.62,16.21,1526.67
Hyderabad,16-02-2023,5,1214.98,0,45.93,56.51,35.76,88.62,109.04,14.95,1565.79
Hyderabad,17-02-2023,5,1428.6,0.23,56.89,18.06,28.61,84.73,116.5,15.71,1749.33
Hyderabad,18-02-2023,5,1401.9,2.85,52.78,4.52,28.13,83.63,108.44,17.48,1699.73
Hyderabad,19-02-2023,5,2109.53,7.6,60.32,0.47,35.29,136.26,164.48,20.01,2533.96
Hyderabad,20-02-2023,5,2643.59,17.66,69.23,0.06,31.95,167.96,198.72,22.29,3151.46
Hyderabad,21-02-2023,5,5661.01,88.51,84.31,0,79.15,362.85,406.72,35.97,6718.52
Hyderabad,22-02-2023,5,2990.72,9.83,86.37,0.88,69.62,206.06,230.52,25.59,3619.59
Hyderabad,23-02-2023,5,6782.53,123.38,90.48,0,91.55,390.4,432.94,43.57,7954.85
Hyderabad,25-02-2023,5,2883.91,28.61,61.01,0.01,41.01,216.6,242.13,21.28,3494.56
Hyderabad,26-02-2023,5,1949.31,0.05,65.8,22.53,44.82,123.57,141.31,18.75,2366.14
Hyderabad,27-02-2023,4,867.84,0,29.13,60.8,20.74,66.11,77.93,11.15,1133.7
Hyderabad,28-02-2023,4,634.19,0,18.34,78.68,20.27,61.4,72.69,8.87,894.44
Hyderabad,01-03-2023,3,547.41,0,14.91,73.67,15.97,44.73,53,7.47,757.16
Hyderabad,02-03-2023,4,787.73,0,21.93,77.25,23.84,72.77,85.78,9.63,1078.93
Hyderabad,03-03-2023,5,2269.74,9.05,69.23,0.87,43.39,143.75,168.81,21.28,2726.12
Hyderabad,04-03-2023,5,1815.8,0,60.32,41.13,42.44,146.12,166.43,17.23,2289.47
Hyderabad,05-03-2023,5,881.2,0,26.39,46.49,22.65,95.48,111.49,12.67,1196.37
Hyderabad,06-03-2023,5,1188.28,0,35.99,47.92,27.66,108.29,127.26,13.55,1548.95
Hyderabad,07-03-2023,5,1134.87,0,36.33,47.92,30.28,92.12,112.16,13.93,1467.61
Hyderabad,08-03-2023,4,540.73,0,10.2,110.15,12.28,58.02,62.29,5.07,798.74
Hyderabad,09-03-2023,5,1401.9,0,46.61,53.64,36.24,116.23,131.27,13.93,1799.82
Hyderabad,10-03-2023,5,1054.76,0,30.5,50.78,24.08,100.71,116.31,12.41,1389.55
Hyderabad,11-03-2023,5,1148.22,0,33.93,55.79,27.66,103.48,117.75,12.41,1499.24
Hyderabad,12-03-2023,5,714.3,0,15.08,89.41,17.88,93.5,103.2,6.9,1040.27
Hyderabad,13-03-2023,5,961.3,0,27.08,55.07,21.46,77.15,89,11.02,1242.08
Hyderabad,14-03-2023,5,1441.96,0.01,46.61,37.55,30.04,96.91,111.75,13.81,1778.64
Hyderabad,15-03-2023,5,1174.93,0,36.33,45.78,27.89,83.54,96.81,12.92,1478.2
Hyderabad,16-03-2023,4,614.17,0,13.37,62.23,14.54,68.33,78.06,5.45,856.15
Hyderabad,17-03-2023,3,667.57,0,14.05,45.78,17.17,29.26,31.55,2.66,808.04
Hyderabad,18-03-2023,3,1068.12,0.77,31.53,7.78,17.4,35.14,45.12,4.56,1210.42
Hyderabad,19-03-2023,2,814.44,0.03,19.36,24.32,20.03,18.58,20.75,2.75,920.26
Hyderabad,20-03-2023,4,1441.96,0,41.81,32.9,16.69,68.98,83.09,8.11,1693.54
Hyderabad,21-03-2023,3,867.84,0.22,27.42,20.03,13.47,37.67,48.56,3.8,1019.01
Hyderabad,22-03-2023,5,6942.75,123.38,106.93,0,48.16,412.72,472.02,36.98,8142.94
Hyderabad,23-03-2023,5,1735.69,14.98,54.84,0.64,19.31,91.14,105.84,13.68,2036.12
Hyderabad,24-03-2023,5,2777.1,16.32,97.33,2.7,40.53,150.18,168.5,22.55,3275.21
Hyderabad,25-03-2023,3,761.03,0,19.54,66.52,18.36,44.06,51.74,7.41,968.66
Hyderabad,26-03-2023,2,554.08,0,12,41.13,12.52,16.41,19.57,2.22,657.93
Hyderabad,27-03-2023,3,714.3,0,17.65,47.92,14.19,33.14,40.12,5.19,872.51
Hyderabad,28-03-2023,5,4432.68,20.34,123.38,1.12,51.98,257.51,287.25,23.81,5198.07
Hyderabad,29-03-2023,2,547.41,0,12.85,65.09,13.35,24.08,29.6,5.51,697.89
Hyderabad,30-03-2023,3,614.17,0,15.25,72.24,12.4,29.95,37.48,7.22,788.71
Hyderabad,31-03-2023,3,674.25,0,16.45,77.25,14.19,45.46,54.35,8.23,890.18
Hyderabad,01-04-2023,5,2243.04,16.09,72.66,0.14,31.95,108.37,139.31,20.01,2631.57
Hyderabad,02-04-2023,4,1081.47,0.33,39.41,30.76,18.36,57.13,69.07,7.85,1304.38
Hyderabad,03-04-2023,5,1468.66,0,51.41,57.94,21.22,89.9,103.9,12.16,1805.19
Hyderabad,04-04-2023,3,514.03,0,12.17,92.98,21.46,49.98,55.94,4.69,751.25
Hyderabad,05-04-2023,3,607.49,0,16.62,67.95,19.07,42.22,49.85,7.66,810.86
Hyderabad,06-04-2023,4,747.68,0,20.39,62.23,21.22,50.15,60.67,10.13,972.47
Hyderabad,07-04-2023,3,1121.52,0.01,36.33,26.46,25.03,47.9,56.7,10.89,1324.84
Hyderabad,08-04-2023,3,827.79,0,25.7,42.56,19.31,39.58,44.7,5.64,1005.28
Hyderabad,09-04-2023,5,1121.52,0,33.93,32.19,16.93,89.38,102.67,11.91,1408.53
Hyderabad,10-04-2023,4,761.03,0,19.54,48.64,17.17,62.3,76.27,9.88,994.83
Hyderabad,11-04-2023,4,1081.47,0.01,31.19,28.25,24.08,71.63,85.23,13.3,1335.16
Hyderabad,12-04-2023,4,1295.09,0.02,43.18,26.11,27.66,68.08,83.04,14.44,1557.62
Hyderabad,13-04-2023,5,1789.09,0.1,63.75,18.95,37.67,116.09,132.9,16.47,2175.02
Hyderabad,14-04-2023,4,720.98,0,23.65,79.39,15.74,57.06,65.79,6.08,968.69
Hyderabad,15-04-2023,2,413.89,0,6.43,87.26,6.02,24.6,27.47,3.2,568.87
Hyderabad,16-04-2023,3,674.25,0,17.99,28.25,9.18,39.44,47.42,10.13,826.66
Hyderabad,17-04-2023,5,6088.26,110.86,134.35,0,77.25,316.31,374.51,60.29,7161.83
Hyderabad,18-04-2023,5,2990.72,4.14,93.22,1.99,56.27,166.05,186.76,24.07,3523.22
Hyderabad,19-04-2023,5,1762.39,9.72,50.04,0.44,29.33,109.16,124.9,18.49,2104.47
Hyderabad,20-04-2023,5,1869.2,10.62,53.47,0.21,31.95,114.25,132.64,19,2231.34
Hyderabad,21-04-2023,5,1335.14,0.02,53.47,37.19,21.7,94.55,103.44,9.5,1655.01
Hyderabad,22-04-2023,4,527.38,0,8.91,140.19,12.4,57.27,62.14,3.01,811.3
Hyderabad,23-04-2023,4,734.33,0,15.77,78.68,15.74,53.53,61.67,8.61,968.33
Hyderabad,24-04-2023,3,507.35,0,9.34,78.68,12.87,30.21,35.4,3.93,677.78
Hyderabad,25-04-2023,2,487.33,0,11.82,50.07,14.42,17.34,21.68,4.81,607.47
Hyderabad,26-04-2023,2,647.54,0.02,21.76,26.11,22.65,21.42,25.18,3.61,768.29
Hyderabad,27-04-2023,2,921.25,0.23,29.82,13.41,18.36,24.82,34.35,7.79,1050.03
Hyderabad,28-04-2023,3,1201.63,0.02,35.3,25.39,23.37,49.75,59.17,5.76,1400.39
Hyderabad,29-04-2023,3,934.6,0.02,27.42,28.25,20.27,41.12,51.41,6.14,1109.23
Hyderabad,30-04-2023,5,4859.92,101.92,36.33,0,23.84,243.75,278.68,9.75,5554.19
Hyderabad,01-05-2023,3,834.47,0.56,31.53,6.44,22.41,26.49,32.13,3.51,957.54
Hyderabad,02-05-2023,2,660.9,0,13.88,45.06,14.54,16.03,18.88,2.28,771.57
Hyderabad,03-05-2023,2,580.79,0,14.39,35.41,15.97,16.61,20.81,2.85,686.83
Hyderabad,04-05-2023,3,934.6,0.07,28.1,30.04,22.17,44.25,52.39,4.43,1116.05
Hyderabad,05-05-2023,4,1535.42,3.35,51.41,5.1,27.66,69.5,79.56,8.49,1780.49
Hyderabad,06-05-2023,4,1214.98,1.82,36.33,3.8,20.27,54.7,65.86,4.5,1402.26
Hyderabad,07-05-2023,5,2323.15,6.2,63.06,0.95,20.98,121.16,139.02,6.97,2681.49
Hyderabad,08-05-2023,5,5928.04,88.51,77.46,0,25.51,318.49,348.49,7.73,6794.23
Hyderabad,09-05-2023,5,1869.2,2.79,58.26,5.14,21.22,102.34,125.18,11.91,2196.04
Hyderabad,10-05-2023,5,3257.75,31.29,84.31,0.01,24.08,159.4,181.04,3.96,3741.84
Hyderabad,11-05-2023,5,2830.51,27.49,72.66,0.05,23.37,169.06,198.44,4.43,3326.01
Hyderabad,12-05-2023,4,1228.33,1.65,44.55,6.53,14.9,68.74,94.6,11.91,1471.21
Hyderabad,13-05-2023,5,2830.51,47.83,70.6,0,27.66,140.03,189.33,21.79,3327.75
Hyderabad,14-05-2023,5,2349.85,30.85,65.12,0.01,40.53,132.48,185.29,36.98,2841.11
Hyderabad,15-05-2023,4,1388.55,19.45,33.93,0.08,16.69,69.25,109.01,15.96,1652.92
Hyderabad,16-05-2023,5,1735.69,33.97,33.59,0,31.47,82.88,134.81,28.12,2080.53
Hyderabad,17-05-2023,5,1842.5,36.21,36.33,0,25.75,88.99,149.09,23.05,2201.92
Hyderabad,18-05-2023,5,2162.93,35.32,62.38,0,33.86,92,142.06,28.63,2557.18
Hyderabad,19-05-2023,5,5607.6,71.53,105.56,0,68.66,279.99,318.27,31.66,6483.27
Hyderabad,20-05-2023,4,1255.04,0.01,45.93,45.78,26.23,72.5,108.35,11.4,1565.24
Hyderabad,21-05-2023,4,1134.87,0.07,43.87,36.48,20.03,73.4,110.09,11.27,1430.08
Hyderabad,22-05-2023,5,1214.98,0,39.76,45.78,22.89,80.13,112.83,13.93,1530.3
Hyderabad,23-05-2023,5,3150.94,37.1,61.69,0,39.1,160.91,197.67,24.07,3671.48
Hyderabad,24-05-2023,5,2483.37,2.77,89.11,13.23,34.33,151.01,179.51,15.58,2968.91
Hyderabad,25-05-2023,3,507.35,0,11.48,82.25,8.82,48.42,69.5,9.12,736.94
Jaipur,30-11-2020,4,453.95,0.99,7.88,168.8,19.55,41.68,44.8,7.79,745.44
Jaipur,01-12-2020,5,1228.33,0.66,44.55,11.36,11.09,93.54,110.39,34.45,1534.37
Jaipur,02-12-2020,5,1121.52,0.04,42.16,23.25,12.04,90.99,105.16,28.12,1423.28
Jaipur,03-12-2020,5,988.01,0.34,47.98,13.77,9.54,71.08,87.05,28.63,1246.4
Jaipur,04-12-2020,5,1201.63,5.25,57.58,0.82,9.42,77.96,97.09,34.45,1484.2
Jaipur,05-12-2020,5,1895.9,0,45.93,40.41,16.69,165.25,192.32,31.41,2387.91
Jaipur,06-12-2020,5,827.79,0,21.25,62.23,8.23,77.38,90.5,20.27,1107.65
Jaipur,07-12-2020,5,867.84,0,16.79,54.36,7.75,149.66,163.18,20.27,1279.85
Jaipur,08-12-2020,5,2670.29,7.49,98.71,0.6,16.93,254.16,287.71,54.21,3390.1
Jaipur,09-12-2020,5,1361.85,0,29.82,50.07,10.61,163.22,184.52,12.03,1812.12
Jaipur,10-12-2020,5,1321.79,0,36.67,38.62,11.33,142.58,165.42,12.29,1728.7
Jaipur,11-12-2020,5,988.01,0,29.13,40.41,7.75,111.85,127.06,11.65,1315.86
Jaipur,12-12-2020,5,494,0,14.57,52.93,12.88,71.48,75.85,1.69,723.4
Jaipur,13-12-2020,5,707.63,0,9.77,77.96,3.67,84.99,91.78,16.72,992.52
Jaipur,14-12-2020,4,427.25,0,7.88,80.82,4.59,25.7,30.62,13.43,590.29
Jaipur,15-12-2020,5,640.87,0,18.51,59.37,5.54,60.73,68.72,16.97,870.71
Jaipur,16-12-2020,5,754.36,0,22.62,47.92,4.41,79.9,89.94,13.3,1012.45
Jaipur,17-12-2020,5,660.9,0,10.71,90.84,5.19,78.81,86.6,13.43,946.48
Jaipur,18-12-2020,4,614.17,0,13.71,88.69,4.35,49.35,57.21,14.06,841.54
Jaipur,19-12-2020,4,687.6,0,26.39,40.77,5.48,42.38,50.76,19,872.38
Jaipur,20-12-2020,5,894.55,0.11,41.81,21.46,15.97,85.29,98.22,44.58,1201.99
Jaipur,21-12-2020,5,1361.85,10.62,53.47,0.22,21.7,86.46,106.41,69.92,1710.65
Jaipur,22-12-2020,5,2349.85,23.92,56.89,0.01,19.55,175.25,206.5,50.66,2882.63
Jaipur,23-12-2020,5,2056.12,0.04,56.89,20.56,12.76,189.26,213.57,29.13,2578.33
Jaipur,24-12-2020,5,1428.6,0,42.16,35.76,8.46,184.41,201.49,26.6,1927.48
Jaipur,25-12-2020,5,1001.36,0,23.31,65.09,11.44,203.53,214.65,15.83,1535.21
Jaipur,26-12-2020,5,2883.91,9.84,86.37,0.31,37.19,263.68,296.53,68.9,3646.73
Jaipur,27-12-2020,5,2136.23,6.31,72.66,0.58,10.25,203.42,226.23,38.51,2694.19
Jaipur,28-12-2020,5,297.07,0,6.17,87.26,3.87,44.2,174.46,10.13,623.16
Jaipur,29-12-2020,5,1068.12,1.55,43.18,5.54,12.04,74.84,99.64,35.97,1340.88
Jaipur,30-12-2020,5,680.92,0,14.91,76.53,4.83,81.96,98.91,17.23,975.29
Jaipur,31-12-2020,5,667.57,0,12.51,83.69,7.63,82.38,90.36,15.96,960.1
Jaipur,01-01-2021,5,1094.82,0.5,49.35,11.44,7.63,99.7,112.36,33.44,1409.24
Jaipur,02-01-2021,5,660.9,0,7.45,124.45,12.76,125.2,132.85,6.84,1070.45
Jaipur,03-01-2021,5,560.76,0,6.6,62.23,6.26,114.51,116.1,1.93,868.39
Jaipur,04-01-2021,5,587.46,0,4.41,87.98,5.07,81.94,82.87,1.9,851.63
Jaipur,05-01-2021,5,667.57,0,8.65,65.8,7.15,141.5,145.87,2.66,1039.2
Jaipur,06-01-2021,5,1081.47,0.23,27.08,12.16,7.15,159.11,165.88,6.84,1459.92
Jaipur,07-01-2021,5,694.28,0,12.34,53.64,3.07,55.29,59.82,3.23,881.67
Jaipur,08-01-2021,5,894.55,0,17.82,37.91,3.55,101.49,109.67,5.38,1170.37
Jaipur,09-01-2021,5,1001.36,0,13.02,67.23,8.82,192.26,198.58,2.57,1483.84
Jaipur,10-01-2021,5,667.57,0,12.68,48.64,2.83,80.86,86.75,4.62,903.95
Jaipur,11-01-2021,5,807.76,0,12.68,75.1,2.8,84.96,90.94,7.6,1081.84
Jaipur,12-01-2021,5,707.63,0,17.99,64.37,5.01,74.56,82.22,6.9,958.68
Jaipur,13-01-2021,4,580.79,0,18.34,64.37,4.95,46.39,53.13,14.57,782.54
Jaipur,14-01-2021,5,1789.09,4.81,60.32,1.81,12.16,128.36,149.12,34.96,2180.63
Jaipur,15-01-2021,5,2056.12,0.01,46.61,30.04,12.64,150.81,172.47,27.61,2496.31
Jaipur,16-01-2021,5,1201.63,0.02,39.41,27.9,6.5,107.84,123.23,9.63,1516.16
Jaipur,17-01-2021,5,1388.55,2.12,42.84,4.02,6.56,138.67,155.46,15.33,1753.55
Jaipur,18-01-2021,5,520.71,0,5.14,117.3,8.7,140.57,145.34,6.71,944.47
Jaipur,19-01-2021,5,680.92,0,12.85,63.66,4.53,123.13,129.43,4.02,1018.54
Jaipur,20-01-2021,5,947.95,0,19.02,39.34,4.59,203.8,214.84,5.76,1435.3
Jaipur,21-01-2021,5,1068.12,0.02,26.73,28.61,4.89,249.34,261.06,10.89,1649.66
Jaipur,22-01-2021,5,1094.82,0,52.78,40.05,19.07,134.01,156.03,67.89,1564.65
Jaipur,23-01-2021,5,694.28,0,13.02,76.53,5.66,118.31,128.07,11.65,1047.52
Jaipur,24-01-2021,5,707.63,0,5.06,117.3,5.9,173.09,231.15,7.92,1248.05
Jaipur,25-01-2021,5,720.98,0,10.97,94.41,6.62,78.73,84.54,13.43,1009.68
Jaipur,26-01-2021,5,907.9,0.04,27.08,26.11,5.07,95.75,109,16.09,1187.04
Jaipur,27-01-2021,5,934.6,0.18,31.19,16.45,6.38,75.1,90.8,25.33,1180.03
Jaipur,28-01-2021,5,961.3,0.04,23.99,32.9,6.68,113.07,126.22,12.79,1276.99
Jaipur,29-01-2021,5,1041.41,1.23,39.07,6.08,6.26,98.75,118.49,27.61,1338.9
Jaipur,30-01-2021,5,894.55,0.72,34.62,9.92,7.63,69.7,85.06,26.85,1129.05
Jaipur,31-01-2021,5,821.11,0.19,37.7,16.45,10.25,69.69,83.86,30.15,1069.4
Jaipur,01-02-2021,5,801.09,0,18.17,75.82,7.75,94.47,105.62,19,1121.92
Jaipur,02-02-2021,5,1655.58,0.02,51.41,23.96,14.31,124.03,151.48,30.65,2051.44
Jaipur,03-02-2021,5,894.55,0,24.68,66.52,24.56,123.93,144.79,16.09,1295.12
Jaipur,04-02-2021,5,3284.45,28.39,64.43,0,30.28,247.81,298.98,39.52,3993.86
Jaipur,05-02-2021,5,841.14,0,11.65,79.39,6.02,182.78,193,4.69,1318.67
